ticket_id,subscriber_id,ticket_date,category,resolved,resolution_days
T0001965,S001571,2026-04-12,other,1,0.5
T0001966,S001572,2026-01-21,technical,1,3.3
T0001967,S001574,2026-04-04,billing,1,10.1
T0001968,S001578,2026-02-19,technical,1,5.9
T0001969,S001578,2026-03-11,content,1,3.2
T0001970,S001578,2026-05-31,cancellation_intent,1,0.9
T0001971,S001579,2025-12-31,technical,1,3.6
T0001972,S001580,2026-01-12,other,0,
T0001973,S001580,2026-02-17,other,0,
T0001974,S001580,2026-05-18,cancellation_intent,1,0.5
T0001975,S001582,2026-03-14,billing,0,
T0001976,S001583,2026-06-12,billing,0,
T0001977,S001583,2026-06-12,billing,1,1.7
T0001978,S001586,2026-01-16,cancellation_intent,1,5.9
T0001979,S001586,2026-01-18,content,1,7.8
T0001980,S001586,2026-03-24,cancellation_intent,1,2.0
T0001981,S001586,2026-05-15,billing,1,0.7
T0001982,S001587,2026-01-28,technical,1,0.9
T0001983,S001590,2026-03-06,other,1,6.0
T0001984,S001590,2026-05-21,billing,1,1.6
T0001985,S001591,2026-04-14,cancellation_intent,0,
T0001986,S001594,2026-05-18,other,1,3.1
T0001987,S001595,2026-05-22,cancellation_intent,1,2.0
T0001988,S001596,2026-03-10,other,0,
T0001989,S001597,2026-04-29,cancellation_intent,1,1.3
T0001990,S001598,2026-05-18,technical,1,0.7
T0001991,S001599,2026-01-18,cancellation_intent,0,
T0001992,S001599,2026-01-21,cancellation_intent,1,5.2
T0001993,S001599,2026-01-24,other,0,
T0001994,S001599,2026-03-31,billing,1,3.5
T0001995,S001599,2026-04-19,other,1,0.5
T0001996,S001599,2026-06-12,cancellation_intent,1,2.0
T0001997,S001600,2026-04-06,technical,1,2.6
T0001998,S001601,2026-01-01,other,1,3.0
T0001999,S001601,2026-03-10,other,1,0.5
T0002000,S001601,2026-04-28,technical,1,3.4
T0002001,S001602,2026-01-27,billing,1,0.5
T0002002,S001603,2026-02-08,cancellation_intent,1,1.4
T0002003,S001606,2026-01-13,technical,0,
T0002004,S001608,2026-04-14,other,1,
T0002005,S001608,2026-04-25,content,1,2.9
T0002006,S001608,2026-05-26,cancellation_intent,0,
T0002007,S001609,2026-02-11,cancellation_intent,1,2.1
T0002008,S001609,2026-06-14,billing,1,6.6
T0002009,S001610,2026-01-28,cancellation_intent,0,
T0002010,S001610,2026-05-22,billing,1,1.1
T0002011,S001611,2026-03-09,cancellation_intent,1,1.1
T0002012,S001613,2026-04-17,content,1,6.3
T0002013,S001615,2026-01-05,cancellation_intent,1,8.0
T0002014,S001615,2026-02-24,other,1,0.5
T0002015,S001615,2026-04-21,cancellation_intent,1,2.9
T0002016,S001615,2026-05-09,content,0,
T0002017,S001615,2026-06-06,billing,1,1.8
T0002018,S001616,2026-01-16,content,1,5.1
T0002019,S001617,2026-05-30,other,1,1.9
T0002020,S001618,2026-03-26,technical,1,0.5
T0002021,S001619,2026-01-07,other,1,
T0002022,S001619,2026-04-24,billing,0,
T0002023,S001621,2026-02-08,technical,1,0.5
T0002024,S001622,2026-04-29,other,0,
T0002025,S001623,2026-02-20,billing,1,0.5
T0002026,S001624,2025-12-27,other,1,0.6
T0002027,S001624,2026-06-12,other,1,6.8
T0002028,S001628,2026-03-26,other,1,0.6
T0002029,S001629,2026-03-11,technical,1,1.3
T0002030,S001630,2026-05-21,cancellation_intent,1,0.5
T0002031,S001630,2026-05-21,billing,0,
T0002032,S001632,2025-12-22,cancellation_intent,0,
T0002033,S001632,2026-02-13,billing,1,6.2
T0002034,S001632,2026-06-05,billing,1,0.5
T0002035,S001634,2026-05-31,other,1,2.6
T0002036,S001635,2026-01-05,technical,1,0.9
T0002037,S001635,2026-02-05,billing,1,0.5
T0002038,S001635,2026-05-03,content,1,0.5
T0002039,S001635,2026-05-22,other,1,3.7
T0002040,S001635,2026-06-14,other,1,0.7
T0002041,S001637,2026-01-08,cancellation_intent,1,8.0
T0002042,S001638,2026-03-17,content,0,
T0002043,S001640,2026-03-08,billing,1,3.5
T0002044,S001640,2026-03-12,technical,1,0.5
T0002045,S001642,2025-12-23,technical,1,0.5
T0002046,S001642,2026-01-21,cancellation_intent,0,
T0002047,S001644,2026-01-09,other,0,
T0002048,S001644,2026-03-28,content,1,0.5
T0002049,S001645,2026-04-26,other,1,1.2
T0002050,S001645,2026-05-16,content,1,
T0002051,S001645,2026-05-20,content,1,2.2
T0002052,S001646,2026-04-16,technical,1,3.2
T0002053,S001646,2026-04-20,other,1,1.2
T0002054,S001647,2026-04-14,cancellation_intent,1,
T0002055,S001647,2026-05-30,technical,0,
T0002056,S001647,2026-06-13,cancellation_intent,0,
T0002057,S001647,2026-06-18,content,1,0.8
T0002058,S001648,2026-04-24,other,0,
T0002059,S001649,2026-03-12,cancellation_intent,0,
T0002060,S001649,2026-05-31,cancellation_intent,1,0.5
T0002061,S001650,2026-01-28,other,1,5.4
T0002062,S001650,2026-05-15,technical,1,4.2
T0002063,S001652,2026-02-20,cancellation_intent,1,2.2
T0002064,S001654,2026-01-28,billing,1,2.7
T0002065,S001654,2026-04-09,technical,1,
T0002066,S001655,2026-02-27,content,1,
T0002067,S001657,2026-04-09,technical,0,
T0002068,S001658,2026-06-08,content,0,
T0002069,S001660,2026-01-14,technical,0,
T0002070,S001660,2026-01-15,technical,1,1.4
T0002071,S001662,2025-12-27,content,1,0.5
T0002072,S001663,2026-04-29,billing,0,
T0002073,S001663,2026-05-18,other,0,
T0002074,S001664,2026-05-07,billing,1,0.7
T0002075,S001665,2025-12-25,cancellation_intent,1,2.8
T0002076,S001665,2026-04-17,cancellation_intent,1,0.5
T0002077,S001666,2026-01-03,technical,0,
T0002078,S001666,2026-01-04,cancellation_intent,0,
T0002079,S001666,2026-01-20,billing,0,
T0002080,S001666,2026-02-14,billing,0,
T0002081,S001666,2026-02-25,billing,1,2.8
T0002082,S001666,2026-03-20,billing,1,
T0002083,S001666,2026-06-01,other,0,
T0002084,S001668,2026-01-01,cancellation_intent,0,
T0002085,S001668,2026-02-19,content,1,0.5
T0002086,S001670,2025-12-30,technical,0,
T0002087,S001671,2026-02-12,other,1,3.7
T0002088,S001672,2026-04-11,technical,0,
T0002089,S001673,2026-03-08,content,1,1.2
T0002090,S001673,2026-03-20,technical,1,1.8
T0002091,S001673,2026-03-20,cancellation_intent,0,
T0002092,S001674,2026-03-04,content,0,
T0002093,S001675,2026-03-15,billing,0,
T0002094,S001675,2026-03-27,billing,1,0.8
T0002095,S001676,2025-12-25,cancellation_intent,1,3.2
T0002096,S001676,2026-01-04,cancellation_intent,1,1.5
T0002097,S001676,2026-03-09,other,0,
T0002098,S001676,2026-04-05,technical,1,3.1
T0002099,S001677,2025-12-27,content,0,
T0002100,S001678,2026-02-12,other,0,
T0002101,S001678,2026-05-28,other,1,
T0002102,S001679,2026-05-09,technical,1,9.2
T0002103,S001680,2026-01-18,other,1,4.8
T0002104,S001680,2026-03-10,billing,0,
T0002105,S001680,2026-03-13,other,1,1.3
T0002106,S001680,2026-05-14,cancellation_intent,1,0.5
T0002107,S001681,2026-01-09,billing,0,
T0002108,S001681,2026-02-10,cancellation_intent,1,5.5
T0002109,S001681,2026-04-05,other,1,4.9
T0002110,S001682,2025-12-28,cancellation_intent,0,
T0002111,S001682,2026-01-16,cancellation_intent,0,
T0002112,S001682,2026-03-03,technical,1,1.1
T0002113,S001682,2026-03-04,content,0,
T0002114,S001683,2025-12-29,technical,1,0.6
T0002115,S001683,2026-02-18,technical,1,0.5
T0002116,S001683,2026-06-10,other,0,
T0002117,S001684,2026-02-13,other,1,
T0002118,S001684,2026-03-08,content,1,0.5
T0002119,S001686,2026-06-11,other,1,0.5
T0002120,S001687,2025-12-31,content,1,3.2
T0002121,S001687,2026-02-04,other,1,3.7
T0002122,S001689,2026-02-03,billing,1,1.7
T0002123,S001689,2026-03-15,technical,0,
T0002124,S001690,2026-02-16,other,1,1.0
T0002125,S001690,2026-03-15,other,0,
T0002126,S001691,2025-12-22,billing,1,0.5
T0002127,S001691,2026-01-23,other,1,2.0
T0002128,S001691,2026-04-29,other,1,3.1
T0002129,S001695,2026-01-29,technical,1,1.2
T0002130,S001698,2026-01-12,other,1,0.5
T0002131,S001698,2026-04-14,billing,1,0.5
T0002132,S001698,2026-04-19,other,1,1.0
T0002133,S001698,2026-05-06,billing,1,4.3
T0002134,S001699,2026-02-25,billing,0,
T0002135,S001699,2026-03-16,content,1,9.4
T0002136,S001699,2026-04-05,content,1,
T0002137,S001702,2026-02-17,other,0,
T0002138,S001703,2026-06-07,content,1,1.4
T0002139,S001704,2026-02-08,cancellation_intent,0,
T0002140,S001704,2026-05-17,other,0,
T0002141,S001704,2026-06-07,cancellation_intent,1,2.1
T0002142,S001704,2026-06-14,technical,1,4.5
T0002143,S001705,2025-12-27,other,1,5.8
T0002144,S001705,2026-03-12,technical,1,3.1
T0002145,S001706,2026-01-04,content,0,
T0002146,S001706,2026-01-12,other,0,
T0002147,S001707,2026-03-21,billing,0,
T0002148,S001708,2026-02-19,content,0,
T0002149,S001708,2026-03-03,other,0,
T0002150,S001709,2026-02-02,content,1,5.0
T0002151,S001713,2026-03-25,billing,0,
T0002152,S001713,2026-06-17,billing,1,1.7
T0002153,S001714,2025-12-25,technical,1,1.1
T0002154,S001714,2026-01-03,technical,0,
T0002155,S001714,2026-02-16,cancellation_intent,0,
T0002156,S001714,2026-03-06,billing,0,
T0002157,S001715,2026-02-06,other,1,3.8
T0002158,S001715,2026-05-09,content,0,
T0002159,S001716,2026-03-23,other,0,
T0002160,S001716,2026-06-16,billing,1,1.6
T0002161,S001718,2026-04-09,billing,1,2.0
T0002162,S001719,2026-04-02,technical,1,2.7
T0002163,S001719,2026-04-20,content,1,0.6
T0002164,S001720,2026-04-20,technical,0,
T0002165,S001721,2026-05-08,cancellation_intent,1,3.9
T0002166,S001722,2026-05-03,technical,1,2.2
T0002167,S001722,2026-05-28,technical,1,2.2
T0002168,S001724,2026-02-06,other,1,0.5
T0002169,S001724,2026-03-19,technical,0,
T0002170,S001724,2026-05-12,content,0,
T0002171,S001725,2026-01-01,cancellation_intent,1,0.6
T0002172,S001725,2026-02-07,billing,1,5.2
T0002173,S001725,2026-02-15,billing,1,1.9
T0002174,S001725,2026-02-23,content,1,0.5
T0002175,S001727,2026-03-02,billing,1,
T0002176,S001727,2026-03-08,other,1,2.6
T0002177,S001727,2026-05-23,technical,1,
T0002178,S001728,2026-05-08,technical,0,
T0002179,S001729,2026-03-15,technical,1,0.6
T0002180,S001730,2026-02-16,content,1,
T0002181,S001731,2026-04-09,technical,1,1.4
T0002182,S001732,2026-03-11,cancellation_intent,0,
T0002183,S001732,2026-05-12,cancellation_intent,1,3.2
T0002184,S001733,2026-02-08,billing,0,
T0002185,S001734,2026-02-09,technical,0,
T0002186,S001734,2026-02-28,cancellation_intent,0,
T0002187,S001734,2026-04-21,billing,0,
T0002188,S001734,2026-06-03,other,1,2.1
T0002189,S001736,2026-05-04,cancellation_intent,0,
T0002190,S001737,2026-02-25,billing,0,
T0002191,S001737,2026-03-30,content,1,0.5
T0002192,S001738,2026-01-11,billing,1,3.6
T0002193,S001739,2026-03-31,cancellation_intent,0,
T0002194,S001739,2026-05-18,cancellation_intent,1,12.8
T0002195,S001740,2026-02-16,technical,0,
T0002196,S001740,2026-05-15,billing,0,
T0002197,S001742,2026-01-21,billing,1,1.8
T0002198,S001742,2026-06-06,technical,0,
T0002199,S001744,2025-12-27,technical,1,1.3
T0002200,S001744,2026-02-17,content,1,
T0002201,S001745,2026-05-04,billing,1,0.5
T0002202,S001745,2026-05-13,other,1,4.2
T0002203,S001745,2026-05-29,technical,0,
T0002204,S001745,2026-06-15,technical,0,
T0002205,S001745,2026-06-15,other,1,0.5
T0002206,S001746,2026-04-01,billing,1,5.3
T0002207,S001746,2026-05-30,technical,1,4.4
T0002208,S001750,2026-03-23,cancellation_intent,1,
T0002209,S001751,2026-05-09,technical,0,
T0002210,S001753,2026-06-11,billing,1,5.6
T0002211,S001753,2026-06-17,cancellation_intent,0,
T0002212,S001754,2025-12-27,technical,0,
T0002213,S001754,2026-02-22,billing,1,1.8
T0002214,S001754,2026-03-29,cancellation_intent,1,3.4
T0002215,S001754,2026-04-21,content,1,
T0002216,S001756,2026-01-21,technical,1,0.7
T0002217,S001756,2026-02-25,content,1,0.7
T0002218,S001757,2026-01-01,other,1,1.0
T0002219,S001757,2026-03-01,cancellation_intent,1,4.2
T0002220,S001758,2026-05-16,billing,1,6.6
T0002221,S001758,2026-05-19,cancellation_intent,0,
T0002222,S001759,2025-12-31,cancellation_intent,1,0.5
T0002223,S001760,2026-01-25,content,1,3.3
T0002224,S001760,2026-04-23,other,1,0.5
T0002225,S001760,2026-06-14,billing,1,2.2
T0002226,S001761,2026-05-18,other,0,
T0002227,S001763,2026-02-09,content,1,0.5
T0002228,S001763,2026-05-29,billing,0,
T0002229,S001764,2026-02-09,billing,1,3.7
T0002230,S001764,2026-04-30,other,1,2.3
T0002231,S001766,2026-03-21,other,1,0.5
T0002232,S001770,2026-02-26,billing,1,1.2
T0002233,S001771,2026-01-25,cancellation_intent,1,
T0002234,S001771,2026-02-22,cancellation_intent,1,
T0002235,S001771,2026-05-13,other,1,1.6
T0002236,S001772,2026-01-25,other,1,0.5
T0002237,S001773,2026-05-20,content,1,7.9
T0002238,S001774,2025-12-31,billing,1,0.7
T0002239,S001774,2026-03-02,cancellation_intent,1,1.8
T0002240,S001775,2026-05-31,cancellation_intent,1,4.3
T0002241,S001776,2026-06-01,cancellation_intent,1,7.1
T0002242,S001777,2026-03-17,technical,1,3.8
T0002243,S001777,2026-05-03,content,1,6.6
T0002244,S001777,2026-05-05,billing,0,
T0002245,S001780,2026-05-11,billing,1,1.1
T0002246,S001780,2026-05-23,cancellation_intent,0,
T0002247,S001780,2026-05-29,other,0,
T0002248,S001781,2025-12-27,content,1,6.3
T0002249,S001781,2026-01-19,billing,0,
T0002250,S001781,2026-03-07,billing,1,1.2
T0002251,S001781,2026-03-25,cancellation_intent,0,
T0002252,S001781,2026-05-13,other,1,3.3
T0002253,S001782,2026-01-27,content,1,2.8
T0002254,S001783,2026-05-13,content,1,2.1
T0002255,S001786,2026-01-18,content,1,1.7
T0002256,S001786,2026-05-16,content,1,0.8
T0002257,S001787,2026-03-05,technical,0,
T0002258,S001788,2026-06-07,billing,1,1.1
T0002259,S001789,2026-01-25,billing,1,2.5
T0002260,S001789,2026-03-01,cancellation_intent,1,0.5
T0002261,S001789,2026-03-22,other,1,
T0002262,S001790,2026-04-06,billing,1,0.8
T0002263,S001791,2026-02-21,technical,1,1.2
T0002264,S001792,2026-02-17,other,0,
T0002265,S001794,2026-03-27,content,1,0.5
T0002266,S001798,2026-01-31,content,1,0.5
T0002267,S001798,2026-03-30,other,1,1.1
T0002268,S001798,2026-06-16,technical,1,0.6
T0002269,S001799,2026-03-02,content,1,1.1
T0002270,S001799,2026-04-23,billing,1,2.2
T0002271,S001799,2026-05-04,billing,0,
T0002272,S001799,2026-05-15,technical,1,3.2
T0002273,S001800,2026-01-13,content,1,0.5
T0002274,S001800,2026-06-18,other,1,1.4
T0002275,S001801,2026-02-15,technical,1,0.5
T0002276,S001803,2026-03-21,technical,1,1.1
T0002277,S001804,2026-04-01,cancellation_intent,1,3.2
T0002278,S001804,2026-06-11,cancellation_intent,1,5.4
T0002279,S001806,2026-02-06,billing,0,
T0002280,S001806,2026-05-19,content,1,3.0
T0002281,S001808,2026-01-30,other,1,1.1
T0002282,S001808,2026-02-28,cancellation_intent,0,
T0002283,S001808,2026-06-05,cancellation_intent,1,4.5
T0002284,S001809,2026-01-27,technical,1,1.4
T0002285,S001809,2026-02-19,other,1,0.7
T0002286,S001810,2026-01-28,cancellation_intent,1,1.8
T0002287,S001810,2026-04-28,other,1,
T0002288,S001810,2026-05-05,content,1,1.6
T0002289,S001811,2026-04-17,technical,0,
T0002290,S001811,2026-06-09,other,1,0.5
T0002291,S001811,2026-06-15,billing,0,
T0002292,S001812,2026-02-03,cancellation_intent,1,2.2
T0002293,S001812,2026-02-10,billing,1,4.6
T0002294,S001812,2026-02-11,other,1,0.5
T0002295,S001812,2026-02-17,other,1,3.8
T0002296,S001813,2026-01-24,other,1,2.9
T0002297,S001813,2026-01-29,other,1,8.5
T0002298,S001813,2026-05-28,content,1,0.9
T0002299,S001814,2026-01-26,billing,1,1.1
T0002300,S001816,2026-01-15,cancellation_intent,1,2.0
T0002301,S001816,2026-05-11,technical,0,
T0002302,S001816,2026-05-16,cancellation_intent,0,
T0002303,S001819,2026-02-26,billing,1,0.5
T0002304,S001819,2026-04-30,cancellation_intent,1,3.9
T0002305,S001820,2026-03-14,cancellation_intent,1,0.6
T0002306,S001820,2026-04-28,cancellation_intent,1,1.3
T0002307,S001820,2026-06-18,billing,0,
T0002308,S001824,2026-01-04,other,1,7.4
T0002309,S001824,2026-01-30,technical,0,
T0002310,S001824,2026-03-14,billing,1,1.5
T0002311,S001824,2026-04-14,billing,1,
T0002312,S001824,2026-06-13,other,1,3.3
T0002313,S001827,2026-02-21,cancellation_intent,1,4.0
T0002314,S001827,2026-05-31,content,1,0.7
T0002315,S001829,2026-01-14,content,1,0.5
T0002316,S001829,2026-01-14,billing,1,1.1
T0002317,S001829,2026-02-21,billing,0,
T0002318,S001830,2026-03-07,cancellation_intent,1,4.1
T0002319,S001830,2026-05-02,billing,0,
T0002320,S001830,2026-05-31,cancellation_intent,0,
T0002321,S001834,2025-12-26,other,1,1.6
T0002322,S001834,2026-04-03,other,1,2.6
T0002323,S001837,2026-06-10,other,1,2.7
T0002324,S001838,2026-04-08,cancellation_intent,1,0.5
T0002325,S001838,2026-04-17,billing,1,7.8
T0002326,S001838,2026-05-21,content,1,6.7
T0002327,S001838,2026-06-06,cancellation_intent,1,3.9
T0002328,S001838,2026-06-13,other,1,12.0
T0002329,S001839,2026-06-18,other,1,12.0
T0002330,S001840,2026-06-01,cancellation_intent,1,0.8
T0002331,S001842,2026-05-09,other,1,2.4
T0002332,S001843,2026-03-24,technical,1,1.2
T0002333,S001846,2026-01-04,cancellation_intent,0,
T0002334,S001846,2026-01-10,cancellation_intent,0,
T0002335,S001846,2026-05-05,billing,0,
T0002336,S001846,2026-05-29,billing,1,0.5
T0002337,S001846,2026-06-16,billing,1,5.4
T0002338,S001847,2026-03-02,billing,1,1.2
T0002339,S001847,2026-06-02,billing,1,2.5
T0002340,S001848,2025-12-23,technical,1,0.6
T0002341,S001849,2025-12-25,billing,1,1.4
T0002342,S001851,2026-05-28,billing,1,2.1
T0002343,S001852,2026-03-05,other,1,2.5
T0002344,S001853,2026-06-13,billing,1,2.5
T0002345,S001855,2026-04-14,other,1,0.8
T0002346,S001856,2026-05-16,cancellation_intent,1,0.5
T0002347,S001858,2026-05-06,content,0,
T0002348,S001861,2026-01-27,other,1,0.8
T0002349,S001861,2026-05-17,other,1,1.3
T0002350,S001862,2026-01-03,technical,1,0.5
T0002351,S001862,2026-02-07,billing,1,
T0002352,S001863,2026-01-02,content,0,
T0002353,S001863,2026-02-12,billing,1,2.2
T0002354,S001863,2026-03-18,billing,0,
T0002355,S001863,2026-06-04,cancellation_intent,1,8.0
T0002356,S001864,2026-01-28,billing,1,0.5
T0002357,S001865,2026-01-02,content,1,0.5
T0002358,S001865,2026-03-04,content,1,4.9
T0002359,S001865,2026-06-10,billing,1,0.8
T0002360,S001866,2026-01-12,cancellation_intent,1,
T0002361,S001866,2026-04-12,billing,0,
T0002362,S001866,2026-05-13,cancellation_intent,1,3.7
T0002363,S001866,2026-06-03,billing,0,
T0002364,S001868,2026-03-20,billing,1,3.3
T0002365,S001868,2026-04-09,other,1,1.0
T0002366,S001868,2026-05-28,cancellation_intent,0,
T0002367,S001870,2026-04-09,billing,0,
T0002368,S001870,2026-06-13,billing,1,1.2
T0002369,S001872,2026-04-11,technical,0,
T0002370,S001872,2026-05-02,billing,1,
T0002371,S001873,2026-02-17,billing,0,
T0002372,S001873,2026-03-21,cancellation_intent,0,
T0002373,S001873,2026-04-30,billing,1,2.0
T0002374,S001874,2025-12-29,other,0,
T0002375,S001874,2025-12-30,content,1,3.7
T0002376,S001874,2026-05-05,billing,1,2.3
T0002377,S001874,2026-05-09,billing,1,4.1
T0002378,S001875,2026-03-22,other,0,
T0002379,S001876,2025-12-22,technical,1,0.5
T0002380,S001876,2026-01-09,cancellation_intent,0,
T0002381,S001876,2026-02-15,content,0,
T0002382,S001876,2026-03-07,cancellation_intent,1,12.2
T0002383,S001876,2026-03-29,billing,0,
T0002384,S001879,2026-03-05,technical,1,7.6
T0002385,S001880,2026-03-21,cancellation_intent,0,
T0002386,S001880,2026-06-09,technical,1,2.5
T0002387,S001881,2025-12-30,technical,1,6.4
T0002388,S001881,2026-04-30,other,1,0.5
T0002389,S001881,2026-05-23,cancellation_intent,0,
T0002390,S001881,2026-06-15,other,0,
T0002391,S001882,2026-04-15,other,0,
T0002392,S001883,2026-04-14,other,0,
T0002393,S001883,2026-05-04,other,1,1.3
T0002394,S001884,2026-04-16,technical,1,
T0002395,S001885,2026-05-28,billing,1,1.2
T0002396,S001885,2026-05-30,technical,0,
T0002397,S001887,2025-12-24,other,0,
T0002398,S001887,2026-03-13,other,1,4.7
T0002399,S001887,2026-03-17,content,1,0.6
T0002400,S001888,2026-05-15,content,1,4.4
T0002401,S001889,2026-01-28,billing,1,0.5
T0002402,S001889,2026-03-18,billing,1,0.5
T0002403,S001889,2026-03-31,billing,1,0.5
T0002404,S001890,2026-01-07,technical,1,4.0
T0002405,S001890,2026-01-29,billing,1,3.5
T0002406,S001890,2026-02-08,billing,1,3.6
T0002407,S001891,2026-02-28,cancellation_intent,0,
T0002408,S001892,2026-06-09,other,1,5.5
T0002409,S001893,2026-05-30,other,1,1.4
T0002410,S001895,2025-12-28,technical,1,4.1
T0002411,S001895,2026-04-08,other,1,0.5
T0002412,S001896,2026-03-28,cancellation_intent,1,
T0002413,S001896,2026-04-13,technical,1,2.7
T0002414,S001896,2026-04-13,content,0,
T0002415,S001899,2026-05-05,billing,1,3.7
T0002416,S001902,2026-04-15,billing,1,5.9
T0002417,S001902,2026-06-15,billing,1,5.0
T0002418,S001903,2026-01-30,other,1,4.2
T0002419,S001906,2026-02-16,cancellation_intent,1,0.5
T0002420,S001906,2026-05-19,cancellation_intent,0,
T0002421,S001907,2026-02-21,other,1,0.5
T0002422,S001907,2026-03-19,content,1,0.8
T0002423,S001908,2026-01-19,other,1,6.1
T0002424,S001908,2026-01-26,cancellation_intent,1,16.4
T0002425,S001908,2026-02-12,billing,1,2.3
T0002426,S001909,2026-05-11,technical,1,
T0002427,S001910,2026-01-22,cancellation_intent,1,0.5
T0002428,S001910,2026-04-07,content,0,
T0002429,S001911,2026-05-24,content,1,3.8
T0002430,S001912,2025-12-22,other,0,
T0002431,S001912,2026-03-20,technical,0,
T0002432,S001912,2026-03-31,billing,1,0.5
T0002433,S001912,2026-05-04,cancellation_intent,0,
T0002434,S001912,2026-05-12,cancellation_intent,1,4.3
T0002435,S001913,2026-03-25,technical,1,2.3
